Date,open,high,low,close,adj_close,volume
2011-04-04,597.460999,604.226013,596.127014,601.320007,503.67569,2331366
2011-04-05,603.653992,607.750977,593.79303,605.177979,506.907257,3298261
2011-04-06,605.940002,610.275024,601.320007,604.416016,506.268921,2651510
2011-04-07,605.940002,611.656982,604.034973,608.179016,509.420868,2625525
2011-04-08,608.322021,611.562012,596.127014,600.080994,502.637939,2355152
2011-04-11,599.270996,604.893005,593.650024,595.413025,498.727905,2052252
2011-04-13,592.172974,609.750977,590.125,606.322021,507.865509,2199806
2011-04-15,604.416016,607.846008,598.508972,600.796021,503.236816,2613627
2011-04-18,602.033997,606.226013,580.692993,583.169983,488.4729,3531400
2011-04-19,579.263977,587.838989,576.453003,580.598022,486.318573,3338507
2011-04-20,586.885986,596.890015,586.695007,594.984009,498.3685,2807198
2011-04-21,598.557007,603.08197,596.937012,600.271973,502.797852,2292830
2011-04-25,599.986023,604.702026,595.794006,597.080017,500.124207,2317755
2011-04-26,598.31897,599.223999,586.505005,597.747009,500.682892,2793554
2011-04-27,600.223999,602.987,589.791992,590.744019,494.817047,2306901
2011-04-28,593.650024,594.79303,583.075012,584.455994,489.550049,3056212
2011-04-29,585.075989,590.125,581.645996,587.362,491.984253,1975093
2011-05-02,586.885986,589.744019,578.359009,585.599976,490.508331,2165087
2011-05-03,583.645996,585.742004,571.642029,574.737976,481.410095,2527026
2011-05-04,572.737976,575.405029,560.400024,561.875977,470.636719,4029466
2011-05-05,562.11499,566.258972,553.539978,555.492981,465.290192,2534150
2011-05-06,557.065002,568.307007,555.445007,566.401978,474.427765,2594950
2011-05-09,569.737,572.403992,562.210022,566.973999,474.906891,2039804
2011-05-10,565.926025,568.497986,555.445007,560.590027,469.55954,2923521
2011-05-11,562.11499,569.164978,560.684998,566.116028,474.188232,2108382
2011-05-12,564.02002,564.924988,555.541016,557.065002,466.606934,2622398
2011-05-13,558.398987,573.546997,557.159973,565.926025,474.029083,2634169
2011-05-16,564.973022,564.973022,549.156982,550.491028,461.100494,2884595
2011-05-17,552.778015,557.351013,539.916016,546.822998,458.028076,3488678
2011-05-18,548.776001,551.539001,539.487,544.679993,456.233093,2656368
2011-05-19,542.155029,547.68103,534.151978,536.153015,449.090729,3128018
2011-05-20,538.01001,556.112,536.390991,552.158997,462.497589,3342125
2011-05-23,547.39502,547.39502,531.197998,532.960999,446.417053,2454795
2011-05-24,530.911987,542.012024,527.387024,539.724976,452.082642,5126518
2011-05-25,540.869019,543.297974,531.86499,534.676025,447.853546,4635347
2011-05-26,547.823975,552.492004,539.249023,547.013977,458.188019,6516437
2011-05-27,550.682007,560.590027,538.963013,557.541992,467.0065,5094609
2011-05-30,559.161011,559.161011,549.823975,551.919983,462.297394,2515082
2011-05-31,557.780029,562.11499,551.919983,561.161987,470.038666,2797102
2011-06-01,564.02002,569.213013,552.682983,554.778992,464.692169,4893807
2011-06-02,549.729004,549.729004,544.489014,547.728027,458.786102,2240095
2011-06-03,550.015015,555.731018,544.013,546.156006,457.469391,2550465
2011-06-06,545.91803,545.91803,537.629028,541.059021,453.200043,2893077
2011-06-07,540.202026,552.586975,539.249023,550.633972,461.220245,2202682
2011-06-08,547.919006,553.825989,547.346985,550.395996,461.020874,2624963
2011-06-09,549.729004,554.20697,547.252014,549.776978,460.502411,2461998
2011-06-10,550.205017,551.44397,539.440002,542.536011,454.437225,3685872
2011-06-13,541.153992,541.153992,534.057007,536.343018,449.249878,5066621
2011-06-14,539.249023,540.153992,532.05603,534.484985,447.693604,3399398
2011-06-15,535.437988,539.58197,533.770996,534.866028,448.012726,3018632
2011-06-16,532.294006,535.53302,525.338989,527.10199,441.50946,4248507
2011-06-17,537.343018,548.109009,536.390991,545.966003,457.310242,4486057
2011-06-20,547.442017,547.776001,522.575989,534.627991,447.813354,3602582
2011-06-21,539.153992,541.630981,530.435974,531.817993,445.459625,2820989
2011-06-22,534.723022,538.296021,529.960022,531.721985,445.379211,2492928
2011-06-23,533.247009,535.343018,527.148987,530.245972,444.142914,2148388
2011-06-24,534.390015,552.825012,532.817993,551.586975,462.018494,3190797
2011-06-27,549.156982,565.401978,547.632996,561.494995,470.317627,4281271
2011-06-28,563.02002,564.495972,555.445007,559.494995,468.642426,2435954
2011-06-29,561.828979,574.262024,561.161987,573.166016,480.093445,2975701
2011-06-30,576.406006,583.504028,574.5,581.40802,486.99707,3884746
2011-07-01,587.552979,587.552979,567.497986,573.833008,480.6521,2611114
2011-07-04,569.497986,570.499023,562.210022,569.26001,487.005951,1966202
2011-07-05,571.546997,578.216003,566.116028,569.164978,486.924652,3110833
2011-07-06,569.26001,574.405029,565.830017,569.593994,487.291718,2185829
2011-07-07,570.689026,579.263977,570.213013,578.025024,494.504517,3064248
2011-07-08,577.357971,577.357971,564.11499,566.78302,484.886902,4251737
2011-07-11,567.35498,567.687988,558.351013,560.018982,479.100189,1906019
2011-07-12,553.20697,557.351013,543.059998,544.965027,466.221466,4651811
2011-07-13,549.729004,551.968018,543.203003,547.823975,468.667267,4231930
2011-07-14,546.632996,556.017029,544.013,549.299988,469.930054,2654938
2011-07-15,550.682007,553.825989,542.155029,545.869995,466.995605,2267524
2011-07-18,546.442017,549.729004,543.297974,544.583984,465.895477,1997638
2011-07-19,544.965027,550.919983,541.916992,549.156982,469.807709,2683985
2011-07-20,551.63501,554.20697,546.91803,548.252014,469.033508,2542011
2011-07-21,548.252014,550.919983,544.775024,546.252014,467.322449,1253632
2011-07-22,552.586975,558.684998,548.442993,556.635986,476.206024,2424263
2011-07-25,552.586975,566.877991,551.63501,563.30603,481.912292,2681860
2011-07-26,564.687012,567.544983,553.158997,555.778992,475.47287,2259976
2011-07-27,555.445007,562.828979,549.252991,552.44397,472.61972,2653986
2011-07-28,547.823975,551.539001,539.440002,541.773987,463.491486,2796482
2011-07-29,543.059998,544.965027,535.81897,537.343018,459.700775,2366600
2011-08-01,543.773987,548.729004,536.200012,546.679993,467.688629,2522793
2011-08-02,544.013,546.299011,535.008972,537.724976,460.027496,2141447
2011-08-03,533.437012,538.77301,529.721985,536.723999,459.171173,2467362
2011-08-04,539.249023,541.153992,528.007019,531.388977,454.607056,2577775
2011-08-05,520.671021,520.671021,502.09201,507.760986,434.393127,5168607
2011-08-08,495.328003,495.328003,479.22699,485.037994,414.95343,5800502
2011-08-09,471.605011,480.989014,455.170013,462.220001,395.432495,9286236
2011-08-10,479.273987,481.131989,457.933014,462.029999,395.269928,6269938
2011-08-11,458.743011,466.841003,457.408997,461.506012,394.821655,3402524
2011-08-12,466.746002,466.746002,448.739014,452.502014,387.118652,7227654
2011-08-16,457.313995,459.123993,444.213013,446.833008,382.268829,4427576
2011-08-17,448.023987,452.264008,438.78299,450.549011,385.447845,4175140
2011-08-18,450.311005,450.311005,436.924988,440.735992,377.052765,3181655
2011-08-19,432.541992,445.833008,428.730988,437.687012,374.444366,4475086
2011-08-22,439.545013,450.072998,434.542999,447.739014,383.043915,2765065
2011-08-23,450.644012,455.645996,442.165009,453.026001,387.566925,2813770
2011-08-24,451.596985,457.217987,430.779999,433.019012,370.450775,5761961
2011-08-25,435.11499,439.164001,420.20401,422.729004,361.647644,10231967
2011-08-26,421.014008,423.777008,398.529999,402.341003,344.205566,5185785
2011-08-29,408.580994,428.730988,406.53299,426.253998,364.6633,5448956
2011-08-30,433.494995,450.549011,433.494995,446.404999,381.902649,7935576
2011-09-02,447.786011,469.412994,439.212006,466.936005,399.467041,7836219
2011-09-05,463.029999,472.51001,457.503998,471.319,403.216797,6430112
2011-09-06,466.841003,474.082001,455.502991,472.03299,403.827545,5033880
2011-09-07,471.605011,479.703003,471.509003,474.938995,406.31366,3379620
2011-09-08,476.130005,478.321014,465.888,468.127014,400.485962,3518707
2011-09-09,466.841003,467.602997,452.644989,454.359985,388.70816,4812057
2011-09-12,447.071991,447.786011,430.779999,433.35199,370.735718,6389084
2011-09-13,438.640015,445.690002,429.493988,435.734009,372.773529,4440882
2011-09-14,438.259003,451.216003,432.638,447.309998,382.676849,3627137
2011-09-15,452.549988,454.454987,438.354004,443.641998,379.538818,5854056
2011-09-16,448.166992,452.074005,435.496002,439.069,375.626587,7713103
2011-09-19,437.162994,437.162994,430.256012,432.303986,369.839142,2653061
2011-09-20,432.303986,440.735992,430.828003,439.307007,375.830261,3588186
2011-09-21,440.545013,440.545013,433.638,436.829987,373.711121,2416890
2011-09-22,429.68399,429.68399,419.20401,421.490997,360.588531,4654611
2011-09-23,416.869995,417.536987,405.007996,412.343994,352.763184,5641518
2011-09-26,411.582001,418.917999,400.339996,414.868988,354.923309,4043234
2011-09-27,420.727997,424.348999,414.916992,418.20401,357.776489,4137378
2011-09-28,421.109985,423.015015,405.484985,407.200012,348.362488,3660289
2011-09-29,403.959991,417.299011,397.290985,413.296997,353.578491,5706092
2011-09-30,410.247986,412.343994,394.575989,395.718994,338.540375,5461724
2011-10-03,389.431,389.431,374.28299,375.997986,321.668915,5301125
2011-10-04,375.234985,386.239014,371.852997,378.76001,324.031891,4973867
2011-10-05,381.856995,387.572998,379.188995,381.665985,326.517944,4429513
2011-10-07,393.957001,401.483002,391.240997,399.864014,342.086517,4612090
2011-10-10,399.864014,415.773987,396.958008,414.393005,354.516144,5564014
2011-10-11,419.014008,422.347992,410.343994,413.05899,353.374908,5141177
2011-10-12,414.440002,423.967987,413.201996,423.109985,361.973572,3361316
2011-10-13,424.539001,435.782013,420.727997,431.971008,369.55426,4968495
2011-10-14,428.730988,429.68399,413.678009,417.156006,356.879913,4596114
2011-10-17,420.157013,422.442993,412.915985,419.252014,358.673096,2929546
2011-10-18,409.963013,414.25,403.054993,408.962006,349.869904,3544025
2011-10-19,411.29599,416.72699,409.200012,413.488007,353.741913,2487952
2011-10-20,409.105011,422.920013,403.484009,420.727997,359.935791,5938260
2011-10-21,422.634003,423.967987,410.677002,412.535004,352.926636,3494359
2011-10-24,418.346985,422.96701,414.25,415.916992,355.819916,2601409
2011-10-25,419.014008,434.352997,416.346008,430.684998,368.454071,5180687
2011-10-28,432.541992,468.412994,427.778992,460.838989,394.251007,6389175
2011-10-31,457.265991,465.554993,452.597992,459.980988,393.516998,5168831
2011-11-01,454.454987,457.790009,443.641998,449.691986,384.714661,3152329
2011-11-02,441.640991,450.167999,437.401001,445.738007,381.332031,3899895
2011-11-03,443.308014,447.548004,433.781006,439.878998,376.319611,4064538
2011-11-04,445.5,453.740997,443.118011,445.071014,380.761414,4532806
2011-11-08,448.119995,449.691986,442.070007,445.30899,380.964996,2258868
2011-11-09,448.548004,452.835999,423.109985,426.445007,364.826721,6221174
2011-11-11,409.580994,413.345001,403.151001,409.533997,350.359222,6401046
2011-11-14,414.440002,417.251007,390.192993,393.003998,336.217712,5355646
2011-11-15,393.957001,395.385986,377.378998,381.52301,326.39563,8514968
2011-11-16,381.190002,397.671997,375.045013,386.763,330.878448,8247104
2011-11-17,387.669006,395.862,379.188995,381.190002,326.110779,5789174
2011-11-18,379.475006,379.475006,366.851013,372.901001,319.01944,6379233
2011-11-21,370.519012,372.806,359.039001,361.753998,309.483093,5141290
2011-11-22,364.421997,380.571014,362.658997,373.187012,319.264099,6560362
2011-11-23,369.566986,370.042999,359.800995,364.565002,311.887939,5257401
2011-11-24,362.993011,370.61499,349.653992,367.375,314.29187,7490318
2011-11-25,361.753998,362.993011,354.561005,357.229004,305.611938,5087536
2011-11-28,360.897003,370.709991,360.134003,368.661011,315.39209,4949082
2011-11-29,370.61499,379.188995,365.946014,368.85199,315.555481,5713049
2011-11-30,365.851013,370.138,363.468994,366.993988,313.965942,3656039
2011-12-01,382.428009,390.812988,379.188995,383.618988,328.188782,7626700
2011-12-02,381.095001,402.86499,378.332001,399.291992,341.597107,7340804
2011-12-05,397.101013,397.671997,389.669006,391.717987,335.117493,4823183
2011-12-07,391.717987,401.10199,389.669006,397.815002,340.333557,4944603
2011-12-08,394.338013,397.14801,383,384.953003,329.330017,3951965
2011-12-09,376.330994,385.286987,372.567993,378.76001,324.031891,4905730
2011-12-12,383.761993,386.334991,365.803009,367.231995,314.169525,3885524
2011-12-13,362.945007,376.330994,355.561005,374.044006,319.997314,6870326
2011-12-14,373.424988,373.949005,356.799988,357.990997,306.263824,5778995
2011-12-15,352.559998,361.945007,350.035004,357.514008,305.855774,6126989
2011-12-16,360.134003,363.755005,345.319,347.700989,297.460663,5303912
2011-12-19,346.79599,347.700989,337.269012,346.415009,296.360474,4360172
2011-12-20,348.035004,349.226013,324.502014,326.549988,279.365814,6861105
2011-12-21,335.363007,336.696991,325.121002,332.93399,284.827362,8832723
2011-12-22,330.600006,340.07901,325.502014,337.173004,288.453888,7523122
2011-12-23,339.07901,341.651001,328.694,330.88501,283.074493,6879548
2011-12-26,332.980988,342.699005,331.64801,340.746002,291.51059,4779409
2011-12-27,341.079987,342.365997,330.743011,332.64801,284.582733,3260442
2011-12-28,331.218994,334.125,326.789001,330.457001,282.708313,3396874
2011-12-29,328.598999,332.266998,324.977997,325.740997,278.673737,5091175
2011-12-30,328.265015,330.503998,318.213989,319.5,273.334503,4333542
2012-01-02,321.929993,329.647003,316.403992,324.977997,278.020996,4036645
2012-01-03,328.694,346.605988,327.932007,344.747986,294.934326,6112022
2012-01-04,346.79599,350.131012,339.459991,346.748993,296.646179,5721689
2012-01-05,347.748993,353.941986,342.414001,345.462006,295.545197,4381465
2012-01-06,342.032013,350.416992,333.64801,346.463013,296.40155,4779048
2012-01-09,345.367004,348.510986,337.792999,344.652008,294.852234,4050399
2012-01-10,344.127991,355.752014,344.127991,354.179993,303.00351,5477688
2012-01-11,355.98999,366.231995,353.751007,364.89801,312.172852,5900603
2012-01-12,364.89801,373.949005,362.802002,370.471985,316.941406,5084045
2012-01-13,373.472992,404.817993,373.377991,396.053009,338.826172,12775944
2012-01-16,393.003998,409.105011,388.907013,401.816986,343.757233,8343194
2012-01-17,403.484009,427.207001,403.054993,421.824005,360.873444,8611453
2012-01-18,422.634003,424.015015,401.436005,404.817993,346.324646,7637439
2012-01-19,409.677002,421.014008,409.677002,415.25,355.249298,6862657
2012-01-20,417.299011,423.490997,410.153015,415.916992,355.819916,6204773
2012-01-23,414.440002,417.251007,403.102997,406.390015,347.669495,4733688
2012-01-24,407.770996,419.20401,401.769012,411.915985,352.397034,6088950
2012-01-25,414.440002,425.778015,413.488007,423.825012,362.585297,7740148
2012-01-27,423.825012,440.735992,423.825012,437.067993,373.914734,6067589
2012-01-30,434.447998,434.82901,416.346008,421.394989,360.506409,4881121
2012-01-31,423.777008,432.018005,411.677002,429.493988,367.43515,6931145
2012-02-01,430.636993,451.596985,429.540985,448.69101,383.858307,8615697
2012-02-02,453.502991,458.075989,442.355988,453.407013,387.892914,8389304
2012-02-03,451.596985,451.596985,438.449005,445.403992,381.046234,6177826
2012-02-06,452.264008,455.40799,441.165009,445.165985,380.842621,5480794
2012-02-07,447.786011,449.691986,428.016998,430.018005,367.883453,7865320
2012-02-08,432.541992,439.973999,421.442993,429.351013,367.312836,10056403
2012-02-09,426.730988,432.876007,419.20401,430.779999,368.535339,9788589
2012-02-10,413.488007,455.789001,412.153992,452.597992,387.200775,21966120
2012-02-13,453.502991,465.744995,444.451996,462.268005,395.473511,6840908
2012-02-14,460.171997,468.556,458.600006,464.888,397.714935,6502657
2012-02-15,467.794006,473.272003,463.983002,471.747986,403.583771,6792252
2012-02-16,468.412994,469.890015,452.216003,456.455994,390.501343,5659343
2012-02-17,461.125,465.888,448.263,455.40799,389.604767,6017720
2012-02-21,455.40799,477.27301,455.40799,468.269989,400.608276,8034746
2012-02-22,469.317993,473.320007,445.881012,448.263,383.492188,4730076
2012-02-23,447.786011,456.265991,438.640015,449.119995,384.225342,7034247
2012-02-24,450.786987,458.17099,444.30899,453.026001,387.566925,6273046
2012-02-27,455.359985,455.359985,417.869995,421.490997,360.588531,6973258
2012-02-28,425.587006,440.164001,425.302002,438.067993,374.770264,5447364
2012-02-29,443.02301,452.73999,437.59201,450.216003,385.162964,5813427
2012-03-01,449.549011,449.549011,435.019989,440.927002,377.216156,5259319
2012-03-02,443.880005,450.167999,438.497009,443.880005,379.742493,3957672
2012-03-05,443.02301,443.02301,427.39801,429.39801,367.352997,3660338
2012-03-06,427.683014,435.401001,402.531006,404.86499,346.364868,7682638
2012-03-07,402.149994,409.485992,396.290985,403.769989,345.428101,7919918
2012-03-09,403.769989,435.82901,403.769989,433.686005,371.021423,6859274
2012-03-12,438.354004,441.403015,428.112,434.82901,371.999268,4875214
2012-03-13,437.829987,447.596008,437.829987,445.976013,381.535645,4257489
2012-03-14,452.549988,453.312012,436.972992,439.069,375.626587,6017031
2012-03-15,439.687988,444.833008,433.494995,440.878998,377.17514,5205751
2012-03-16,441.117004,451.45401,428.588989,433.114014,370.532104,5888971
2012-03-19,433.494995,441.592987,425.110992,427.016998,365.31604,3521638
2012-03-20,427.778992,435.401001,424.110992,433.304993,370.695465,4625491
2012-03-21,431.446991,451.73999,426.873993,450.072998,385.040649,5235584
2012-03-22,447.309998,453.21701,425.872986,428.635986,366.701141,7183909
2012-03-23,427.921997,433.876007,421.824005,427.302002,365.559875,4950597
2012-03-26,426.92099,430.256012,417.299011,419.346985,358.754303,4662241
2012-03-27,428.635986,429.351013,417.869995,425.872986,364.337311,5126015
2012-03-28,423.872986,436.257996,420.537994,433.589996,370.939331,5359661
2012-03-29,428.826996,433.494995,424.348999,431.684998,369.30954,4284970
2012-03-30,432.256989,452.216003,431.779999,449.45401,384.511078,5202976
2012-04-02,448.596008,454.740997,445.02301,449.45401,384.511078,3440592
2012-04-03,453.074005,459.457001,451.73999,455.598999,389.768188,4407545
2012-04-04,451.977997,456.550995,448.97699,453.074005,387.608002,3277703
2012-04-09,453.074005,453.074005,434.209991,438.020996,374.730042,2812367
2012-04-10,437.734985,438.210999,428.160004,431.398987,369.06485,4585831
2012-04-11,427.112,433.304993,422.634003,425.253998,363.8078,4410206
2012-04-12,429.351013,434.82901,426.92099,431.876007,369.472961,3250108
2012-04-13,436.352997,440.640991,425.92099,428.540985,366.619843,3260143
2012-04-16,426.158997,435.304993,423.967987,433.638,370.980377,2733271
2012-04-17,442.927002,442.927002,430.065002,439.735992,376.197235,3027434
2012-04-18,442.498993,449.214996,440.927002,443.213013,379.171844,4228824
2012-04-19,444.595001,447.453003,439.735992,445.071014,380.761414,2919918
2012-04-20,443.593994,452.074005,442.117004,448.071991,383.328735,4041496
2012-04-23,447.786011,456.647003,437.924988,440.973999,377.256378,5022939
2012-04-24,442.070007,450.977997,438.354004,448.023987,383.287689,2461889
2012-04-25,449.691986,452.787994,437.59201,443.498993,379.416504,3209069
2012-04-26,443.975006,452.026001,441.592987,444.737,380.475616,4110745
2012-04-27,444.641998,446.548004,432.876007,439.354004,375.870453,2694408
2012-04-30,440.640991,447.118988,438.449005,441.735992,377.908234,2831197
2012-05-02,441.735992,447.214996,438.354004,440.020996,376.441071,1736854
2012-05-03,437.306,438.067993,424.92099,426.92099,365.233917,3319837
2012-05-04,423.109985,424.872986,408.437988,412.05899,352.519348,4413812
2012-05-07,402.244995,422.920013,401.196991,420.727997,359.935791,4196086
2012-05-08,423.490997,423.682007,403.959991,407.009003,348.199097,3495101
2012-05-09,401.674011,411.963013,394.67099,397.720001,340.252258,4370085
2012-05-10,398.243988,404.912994,393.765991,395.957001,338.743988,4046687
2012-05-11,392.527008,400.053986,389.669006,392.527008,335.809631,3679943
2012-05-14,391.097992,397.671997,383,388.907013,332.712677,3412263
2012-05-15,386.191986,400.148987,385.19101,398.386993,340.822876,4083081
2012-05-16,391.575012,391.90799,379.713013,381.665985,326.517944,5363966
2012-05-17,384.334015,390.431,383,386.667999,330.797211,4105930
2012-05-18,378.332001,383,371.566986,381.046997,325.988434,6505671
2012-05-21,375.473999,387.144989,370.32901,383.714996,328.270874,10064291
2012-05-22,388.096985,390.527008,378.140991,380.428009,325.458801,4363399
2012-05-23,378.235992,382.428009,375.712006,377.522003,322.972717,3616698
2012-05-24,379.855988,383.47699,372.901001,379.808014,324.928436,3797610
2012-05-25,378.855988,391.097992,377.283997,389.287994,333.038635,4198997
2012-05-28,389.669006,395.862,388.71701,392.38501,335.688141,3340401
2012-05-29,393.575989,399.196991,391.097992,396.14801,338.907379,3389282
2012-05-30,392.527008,395.005005,388.287994,390.90799,334.42453,2540754
2012-05-31,386.429993,388.526001,380.237,384.571991,329.004059,4427301
2012-06-01,384.906006,388.144989,376.425995,379.093994,324.317566,3224223
2012-06-04,374.377991,387.002014,370.709991,384.906006,329.289825,3338773
2012-06-05,386.811005,389.574005,377.522003,379.188995,324.398895,2508165
2012-06-06,383,392.050995,383,390.622009,334.179901,3098772
2012-06-07,395.385986,400.006012,390.622009,391.670013,335.076477,4027057
